# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	2247
#@/user_id	bigzhu_mac
zi jie shi 	自解釋	c=2 d=0.0638223 t=2247
zi li 	自理	c=1 d=0.339596 t=2247
zi liao 	資料	c=1 d=0.250324 t=2247
zi pai 	自拍	c=1 d=0.384812 t=2247
zi xing 	自行	c=1 d=0.110803 t=2247
zi you 	自由	c=1 d=1 t=1932
zi yuan 	資源	c=1 d=0.145148 t=2247
zu 	組	c=1 d=0.56836 t=2247
zui 	最	c=2 d=0.376293 t=2247
zui hou 	最後	c=2 d=0.0796372 t=2247
zui jia 	最佳	c=1 d=0.0461896 t=2247
zui jin 	最近	c=1 d=0.106992 t=2247
zui xin 	最新	c=1 d=0.451581 t=2247
zui zhong 	最終	c=1 d=0.118245 t=2247
zuo 	做	c=2 d=0.316025 t=2247
zuo bian 	左邊	c=1 d=0.0231676 t=2247
zuo dao 	做到	c=1 d=1 t=2238
zuo de 	做的	c=1 d=0.0824965 t=2247
zuo ge 	做個	c=0 d=0.0759572 t=2247
zuo yong 	作用	c=1 d=0.0769192 t=2247
zuo zhe 	作者	c=1 d=0.105399 t=2247
